"","logFC","logCPM","PValue","FDR"
"OSBP2",4.7407954764426,4.02492094531147,4.13532486436761e-15,3.95211426911081e-14
"BEX5",5.87867068208463,4.10521407127453,4.13909171416828e-15,3.95321220012278e-14
"EML4",-3.53754059487613,6.79074114078991,4.15500036614009e-15,3.96589794745356e-14
"TTYH2",4.84329101375761,4.6542432609963,4.20365860474122e-15,4.00980700768113e-14
"CTAGE5",-3.47378698630325,7.02736067600595,4.24783631404537e-15,4.04938941553568e-14
"KCNJ3",3.60364778948784,5.91774697685555,4.60240058546256e-15,4.38462137794856e-14
"PDZD2",5.83926246739175,6.43076598005393,4.61095156884797e-15,4.38999802582625e-14
"ZNF385D",11.1317020559625,2.01952169695386,4.6224447822683e-15,4.39816737317274e-14
"GAL3ST3",11.0831943227867,1.9720536315666,4.67536174726415e-15,4.44571551534563e-14
"DKFZp761D112",7.62750707443296,2.63701081863032,4.73087421073642e-15,4.49567026948521e-14
"CPT2",-3.97447052601274,6.07621623334183,4.78978249049604e-15,4.54878714506228e-14
"PHACTR1",7.15410648372894,5.59101359215103,4.835498338952e-15,4.58931646248744e-14
"FA2H",9.52923502463838,2.7718002458723,4.9981144297626e-15,4.74067386240045e-14
"AK316321",-4.08147329054902,4.31971266911795,5.03999712325422e-15,4.77739840308467e-14
"PSD",6.29225755611905,6.2969461527106,5.10063817273382e-15,4.83184670064496e-14
"PFKM",3.93065795752857,7.07245290592421,5.1077035277227e-15,4.83550616104155e-14
"SPR",-4.26547156612105,4.96672951061165,5.18265921656208e-15,4.90339311842653e-14
"CD36",-6.5975846210402,5.20019222940577,5.20315714753309e-15,4.91970400298996e-14
"STX1B",4.78889153630687,6.4336160468451,5.25937168373856e-15,4.96715857760421e-14
"CD163",-5.03382929071811,4.4939471435567,5.2599248778736e-15,4.96715857760421e-14
"TRPM3",5.88561553476375,5.32350044016475,5.29122250076036e-15,4.99359123509259e-14
"CLSTN1",4.44136539745787,8.60818077281749,5.3847093594239e-15,5.0786453046409e-14
"SFXN2",-5.17999801796861,4.17938160858735,5.39271483199169e-15,5.08002429142311e-14
"NLGN3",6.7189125720075,5.11089063420829,5.39289995970281e-15,5.08002429142311e-14
"NCEH1",4.38244275937234,5.50563395757723,5.40644890520814e-15,5.08961212398024e-14
"CLEC4M",-7.74937208758606,4.5405664943249,5.54948478975394e-15,5.22101061216725e-14
"IL1R2",-9.47264671217249,1.86095488841036,5.62677243640948e-15,5.29042738417081e-14
"GAMT",-4.25188748710042,6.93146603017998,5.74375906844529e-15,5.39706048123982e-14
"DECR1",-4.20595973520216,6.85133308036807,5.76823562897623e-15,5.41668893019534e-14
"PREPL",3.62290641873111,8.88486773293777,6.04665563394456e-15,5.67461156448495e-14
"PAQR8",5.97208862293902,6.05594132687065,6.10789431049901e-15,5.72852199307671e-14
"TMTC2",4.48959123949118,3.97365752531466,6.12116895970475e-15,5.7374085221317e-14
"PCDHGC4",6.81829861101272,4.40972207182087,6.23776196956595e-15,5.8430648722361e-14
"PURG",6.87453904489583,2.72977855115025,6.31158255412132e-15,5.90854907422392e-14
"ECHDC2",-4.78653343065877,7.03460718952444,6.43466768217927e-15,6.02004225532261e-14
"CNKSR3",-3.61587868549768,5.31246120226352,6.99013635587455e-15,6.53566928629757e-14
"FAM181B",11.3653029555769,2.24794984405395,7.19592107247626e-15,6.7239113981678e-14
"GDF1",11.1589813673059,2.04533687318735,7.27763301993682e-15,6.79605804582845e-14
"KIAA1024",8.46875543759645,4.22936299026463,7.68506174439786e-15,7.17209099755301e-14
"NXPH3",7.51117514867083,4.64273244310925,7.76239056616828e-15,7.23978366579006e-14
"PCSK1",11.52483834721,5.61459607943704,7.88794649793216e-15,7.35234519251701e-14
"TNFRSF1A",-3.63693576775204,5.60370002900445,7.9745569300872e-15,7.42848918225273e-14
"CYP2D7P1",-6.65287980575492,4.67927521474667,8.02335100833902e-15,7.46933416929218e-14
"FTL",-4.06115131518129,11.2552159634874,8.16623833124661e-15,7.5976709058425e-14
"SLC38A10",-3.80546385312423,7.42156848996002,8.35647687402123e-15,7.76987689641137e-14
"MBOAT2",3.81789277889673,4.87844931311089,8.40330132053226e-15,7.80644264313826e-14
"CAMK2B",4.48630453457958,7.21877158694868,8.40614287267736e-15,7.80644264313826e-14
"KIAA1199",6.13261249832444,3.04034962926021,8.74913671655778e-15,8.11997322802843e-14
"CHST2",4.30443680317406,3.84995692221967,8.82054026259521e-15,8.18121363422529e-14
"CERS2",-4.12748179001245,8.47557060200299,8.97160609048862e-15,8.31622172905944e-14
"GJB2",-5.00173450224175,4.14211099788659,9.03783740733517e-15,8.37247514421847e-14
"PDIA4",-3.83605950071049,7.81482117787226,9.41490759427285e-15,8.71643805478357e-14
"PIP5K1B",6.04784991805481,3.98303516252709,9.4368623127429e-15,8.73141059573638e-14
"TOB1",-3.44919168960992,6.36004004524098,9.71023296325412e-15,8.97884370760179e-14
"SLC7A9",-6.72673085201061,3.15785278278424,9.9106417620213e-15,9.15854899672715e-14
"CLASP2",3.43138264806196,8.17505221658178,9.98410539628878e-15,9.22079458617496e-14
"STK39",4.99184578708667,5.45663726433694,1.02904475976641e-14,9.49790701251391e-14
"HMGCLL1",4.33207989420583,3.6159980013764,1.03100820009309e-14,9.51021614013781e-14
"BTBD3",3.87471068999949,7.26271506631895,1.05551032374264e-14,9.7294053374316e-14
"TLN2",4.44740685172182,7.21410408139265,1.05605929457287e-14,9.7294053374316e-14
"HAND2",-8.72213424676981,1.84977857864854,1.09194052540796e-14,1.00538426424757e-13
"SH3TC1",-3.94874432702412,4.3814257514429,1.1315265064394e-14,1.04119745565112e-13
"CD1D",-6.87881492739661,2.63923003838864,1.16022378214337e-14,1.06695366080176e-13
"DBH",-6.49101957072329,3.73121079868889,1.27702537712741e-14,1.17365083351332e-13
"EMILIN1",-4.20906415765299,5.10385131719066,1.29371408316294e-14,1.18826536835526e-13
"ORAI3",-3.71757594682933,5.3910618397599,1.30516837354226e-14,1.19805729121508e-13
"ANLN",5.80466052301615,5.55646860318308,1.31292588996007e-14,1.20444598653688e-13
"MUC3A",-9.90874122344317,2.29112866808088,1.33930816856646e-14,1.22790244962681e-13
"PAR5",3.65606160983384,6.84690685654741,1.34380800728901e-14,1.23128039502816e-13
"B3GALT1",8.45449798097741,2.54696733650322,1.39179702834845e-14,1.2744775699249e-13
"FAM57B",11.0494498603258,1.93917839631023,1.39454692710757e-14,1.27622173329238e-13
"ZGPAT",-3.95365441353817,6.57132846699987,1.40614229556146e-14,1.28605382574064e-13
"MTHFS",-4.35223968098261,5.37452464722017,1.41816882456517e-14,1.29626811446332e-13
"SGSM1",5.23375989236149,4.71702299328457,1.42954863288043e-14,1.30587927141528e-13
"HEY1",4.17810861687491,3.72856789388763,1.44441945115109e-14,1.31866588345716e-13
"DCX",9.69451724769968,2.93417891479326,1.50060134501747e-14,1.36912871962319e-13
"TMEM229B",4.56177724440506,4.36628455960275,1.51417740093236e-14,1.38068108418349e-13
"MAGEE1",6.42034046322658,4.92255524857335,1.55964570669774e-14,1.42128244846928e-13
"VSTM2B",11.2035837830323,2.08923377251137,1.62032828692274e-14,1.47569102126257e-13
"HTR2A",10.5412738687953,5.19281879636632,1.73634552920035e-14,1.58039888432341e-13
"B3GAT1",4.89790994346169,5.99676369629042,1.76545617795607e-14,1.6059270052492e-13
"RAB27A",-4.47012971317978,4.40974434000746,1.76675723442646e-14,1.60614294038769e-13
"VSTM2L",5.43723251438823,4.31685884297237,1.80181859995764e-14,1.63703133931169e-13
"ARHGEF25",4.29493447691768,5.07869808351671,1.80435710673784e-14,1.63835191291289e-13
"XYLB",-4.3606494512301,5.46788703988978,1.81675602061856e-14,1.64861874467189e-13
"DCLK2",4.83688924297387,5.08954665587844,1.8397216450901e-14,1.66845626671835e-13
"ABI2",3.70161733140644,7.28652482088374,1.86149942543207e-14,1.68719335678417e-13
"ENPP7",-11.4956619456241,2.34429858769903,1.9376851555056e-14,1.75519171254556e-13
"KLF15",-3.57098718344319,5.9223334835257,2.00344058876423e-14,1.81366624042805e-13
"STBD1",-5.3463897578134,5.64925147332633,2.00577459961137e-14,1.81469121954055e-13
"AK123878",7.03184017669757,4.70746944105725,2.02430356394389e-14,1.83035831230855e-13
"PPAPDC3",5.69580193478497,2.93614700293519,2.09800129040878e-14,1.89585993328382e-13
"MGMT",-4.05352100199079,5.67529672099714,2.10810727171181e-14,1.90385285902203e-13
"TP53INP1",-4.3257718521181,6.71350464300284,2.13795461509922e-14,1.92965419533761e-13
"HDHD3",-3.5647577765824,5.68465890798598,2.14437081102954e-14,1.93428908282832e-13
"CARNS1",6.42089943204924,4.70529102346081,2.1876979826497e-14,1.97219340525435e-13
"MAN1A1",-4.20198383677691,8.4117513612066,2.20210037522174e-14,1.98399258149453e-13
"TTC9",4.14239606850473,4.17149628184457,2.216565077144e-14,1.99583379039203e-13
"CCSER1",4.90567488513597,4.25806072683325,2.28489281809859e-14,2.05598417919108e-13
"MCCC2",-3.55802069249454,6.78147708817942,2.28609101778929e-14,2.05598417919108e-13
"CALD1",-3.76972721547123,8.10204922070934,2.30164279295972e-14,2.06873846271975e-13
"PDE1A",4.32010569290551,6.12835625348519,2.31860424361095e-14,2.08274384762198e-13
"GDPD1",4.68857156408367,3.70885460581952,2.32068852289781e-14,2.08337673577627e-13
"TMEM163",7.82289760214051,3.10999954714793,2.4025014000154e-14,2.15554195723307e-13
"HNF1B",-8.21379031208025,2.19079482591617,2.45343884380065e-14,2.19993625542695e-13
"XYLT1",4.56844968369262,5.05724152335688,2.45602603173892e-14,2.20094914416959e-13
"BDH1",-3.68973542532552,7.23238157916727,2.49995837187568e-14,2.23899000090882e-13
"PCDHGC5",7.19638532401359,5.1405196810847,2.53216473444378e-14,2.26649007054541e-13
"CASP8",-4.69989463832363,3.60110093181427,2.53842016282646e-14,2.27074315513505e-13
"OIT3",-10.5956307431308,6.20513302393989,2.54233074836226e-14,2.27289486680107e-13
"LRP12",4.11579362265798,4.49368217408746,2.57080714343913e-14,2.29699336484798e-13
"KIAA1211L",7.22619569255364,5.00316905657646,2.58140097982569e-14,2.30509490215068e-13
"KY",8.79434455363222,2.05453633447533,2.61794717613238e-14,2.3363476571867e-13
"NPTXR",7.33630900879939,7.12475905551609,2.62776138392029e-14,2.3437210216891e-13
"EIF4EBP1",-4.44273223929321,3.57071228605496,2.7103340878752e-14,2.41594124716149e-13
"STXBP2",-4.70005668223865,3.36855384573473,2.72048286767145e-14,2.42355700895805e-13
"N4BP3",7.27554875158255,2.62883288283246,2.75811101333254e-14,2.45562949889867e-13
"SDR42E1",-7.63845876847083,2.28132109660356,2.77397909590724e-14,2.46830196512665e-13
"VGF",10.5348978021843,4.62874359055609,2.80717621956552e-14,2.49636990079148e-13
"SH3TC2",4.83387350963435,4.34055750634071,2.81479335478569e-14,2.50167037417681e-13
"C7orf10",-4.45108599657402,3.66950120528253,2.82348583534126e-14,2.50791977139136e-13
"PCDH11X",13.2254447738346,4.08396244693366,2.8252397670917e-14,2.50793701105402e-13
"IL1RAPL1",6.8758545754668,3.19092603167415,2.82682701510857e-14,2.50793701105402e-13
"SACS",3.94968351304918,7.34080570559852,2.8717549999931e-14,2.5463006752728e-13
"CARD10",-4.22722444582102,3.67822929313487,2.90142064949145e-14,2.57109458963151e-13
"AL832384",5.41141357370532,4.4149075726486,2.90971167701057e-14,2.57692940310027e-13
"ADRBK2",3.75218051662959,5.93268234872602,2.9231922738622e-14,2.58735072305506e-13
"CD5L",-11.9498910584334,2.80200654814722,2.93069424355082e-14,2.5924711820514e-13
"CTSZ",-3.53691497450029,6.48037703319167,3.01494058264749e-14,2.66543341908531e-13
"PRDM8",6.71194158150694,3.27719988868783,3.18282942142801e-14,2.81221323952973e-13
"AGTPBP1",3.51556800026725,6.55395345168249,3.21831140216889e-14,2.84084169482241e-13
"CRYM",3.33633243675367,5.73580991047582,3.21899347009347e-14,2.84084169482241e-13
"AK056252",-11.3105269783741,2.15920153865673,3.28580568418531e-14,2.89811132191578e-13
"RNF128",-4.80146378701654,6.5323056486697,3.30656276279455e-14,2.91471673778153e-13
"HRH3",10.987808264939,1.879625208026,3.38770454417376e-14,2.9841576275024e-13
"DGAT2",-6.38201503548059,8.25459346884871,3.38929161004412e-14,2.9841576275024e-13
"ITPR2",-3.54611574350342,8.79928600622195,3.43844567025874e-14,3.02567188933024e-13
"PKM",4.89461832042139,8.64156145050515,3.45054226608924e-14,3.03454794513381e-13
"MYO1B",-4.99825492654593,8.89237604014326,3.47517929469988e-14,3.05443581780956e-13
"PCSK6",-4.03604046020572,8.23039700748259,3.49671640589908e-14,3.0715775293238e-13
"PRKCB",6.66375863363874,8.22643608625096,3.56304696363785e-14,3.12802378784485e-13
"KCTD16",8.35538221565457,5.20165955263383,3.57258220108254e-14,3.13457241350066e-13
"INPP5J",6.41244485821991,2.84647855349174,3.57746207309414e-14,3.13703120230671e-13
"FNDC3B",-3.45987314592492,6.47024662727882,3.67553865322856e-14,3.2211627198927e-13
"PCP4",9.05175601526909,2.30581208390638,3.68312766784786e-14,3.2259412868041e-13
"ENPP5",5.23676586207796,4.55695585333421,3.72120058120012e-14,3.25739876963025e-13
"MCF2",6.32814343017496,3.22750731020631,3.72875482869845e-14,3.26212038895404e-13
"SERPINI1",6.82428953410485,6.84575889143541,3.84628288761234e-14,3.36299198627368e-13
"NSF",3.67841259664224,8.34234644675843,3.86764035709216e-14,3.37970887685715e-13
"SLC16A2",-3.52889630761628,6.79775899618157,3.8980968030271e-14,3.40435290489932e-13
"NKAIN1",11.6692994882563,2.54663439668027,3.9569156591778e-14,3.45372407246155e-13
"ENOSF1",-3.59751328714733,5.20398027576883,4.08742378697305e-14,3.56557476506603e-13
"ACOX1",-3.52316851047107,9.17916291394541,4.22409584911371e-14,3.68267016868459e-13
"GPR61",11.208658667074,2.09417592986662,4.32686636708055e-14,3.77009129503267e-13
"RGS7BP",5.39156346277726,6.1480919407061,4.36667192440444e-14,3.80258051087123e-13
"PARP10",-3.55810654912525,5.48465774783876,4.40326635368068e-14,3.83223757582583e-13
"UNC5CL",-5.32165741403053,2.95881411419301,4.45075740503006e-14,3.87133852626462e-13
"ATP13A2",4.07458915520245,5.8921826647547,4.48854418823024e-14,3.90195839045922e-13
"C15orf27",8.52778458003822,3.16758993862711,4.53194424346246e-14,3.93741991232929e-13
"THRA",3.66397064471828,6.4630147540441,4.71301001195607e-14,4.0923778712212e-13
"PCDH9",4.26836231751568,7.61681162787152,4.77391017687225e-14,4.14287607303281e-13
"FEZ1",4.82304044289324,7.00203401256649,4.78541049120364e-14,4.15047090276709e-13
"VNN3",-11.5257324718636,2.37944232190918,4.82790577798395e-14,4.18492406702397e-13
"GBP1",-4.6159105910208,5.24711350527449,4.84708745844581e-14,4.1991405979651e-13
"OCLN",-3.54360338784091,6.20255096095956,4.91985998878406e-14,4.25974116001372e-13
"EPHA10",12.1937662240778,3.06143323848534,4.96424642424346e-14,4.29570894017629e-13
"LINC00087",4.51372667607465,4.34410884749293,5.04128381854258e-14,4.35987317640281e-13
"KIAA1324L",3.82048200952757,5.17198269171404,5.06497412338459e-14,4.37651687484252e-13
"IMPA2",-4.96903208386685,3.52877495927504,5.06632549485082e-14,4.37651687484252e-13
"MYO1C",-3.4308283735602,6.0884451381899,5.07749924373241e-14,4.38366143970036e-13
"DTX3",4.0746126500831,4.71935716139361,5.08388024867799e-14,4.38666238600215e-13
"UBA7",-3.61659128126029,4.63802315664308,5.15463913872123e-14,4.44517709849746e-13
"CACNG8",8.7520897635665,4.4977635596807,5.26051378764864e-14,4.53389030784785e-13
"PAK1",3.96556234006354,7.43595622009289,5.28998858104077e-14,4.55669295913951e-13
"A2M",-4.08386259770827,10.5564929073455,5.35284470457185e-14,4.60820724281842e-13
"PFN2",4.14847838873743,7.04462907289622,5.43251493208359e-14,4.67412965666451e-13
"POLD4",-3.61515776675681,5.04774750803839,5.51526635936598e-14,4.74262653909033e-13
"AKR1B10",-13.2062634263292,4.05699157751671,5.59774656984957e-14,4.81081236224977e-13
"DNAJC18",5.15977597227819,5.23370057909032,5.74398891505521e-14,4.9336878621919e-13
"ESRRG",5.1033352211088,4.29305861332222,6.01110319401302e-14,5.16018523192704e-13
"BSCL2",3.59831075195564,6.40635007676196,6.03370628891119e-14,5.17664573650903e-13
"ADAMTSL3",-3.54921520711689,5.37631223420449,6.05108094666614e-14,5.18860433246217e-13
"SPOCK3",8.23470740814132,5.87078284166494,6.08254175616485e-14,5.21262091476102e-13
"MLXIPL",-5.06091652582739,6.44569951794758,6.08858973673798e-14,5.214844300893e-13
"EPB41L1",4.34975425195386,7.14734352582876,6.10762513802382e-14,5.22818251610883e-13
"MT2A",-4.39966771602748,6.31168149733768,6.15884871805591e-14,5.26904337918665e-13
"SLC39A10",4.99744471440915,6.90876308494941,6.23995524668143e-14,5.33540907275705e-13
"RASAL1",8.91471990614456,3.88454482425384,6.47654251117996e-14,5.5345666054792e-13
"GCHFR",-4.36130066177895,5.33890096798925,7.18460036103488e-14,6.13616886038612e-13
"ZFP36",-4.58394813958788,3.45326040761,7.33710942700786e-14,6.26288029100162e-13
"LY6H",11.0353490159295,4.25778772918863,7.41759419505521e-14,6.32800408730699e-13
"EMX2OS",10.3050519263591,3.5529749715574,7.57912918491488e-14,6.46215983581111e-13
"SLC2A1",3.94433278710734,4.8905074588452,7.68239305791881e-14,6.54650875703013e-13
"GPC6",-3.83630345351668,6.3846947919662,7.81918121372015e-14,6.65931394964322e-13
"DCHS2",4.53045882967639,3.76233879359205,7.92270187221719e-14,6.74367521254113e-13
"ITPKA",7.18620430471159,3.99919643461903,8.0301034155554e-14,6.83124290562741e-13
"CGN",-4.61285280210764,5.96526738186891,8.0945567391497e-14,6.88219632664192e-13
"ALDH2",-4.01296650547032,9.68057300221734,8.12286511761034e-14,6.90237834979832e-13
"DPP10",7.46801660996893,5.30559314254487,8.15013602817424e-14,6.92165658185776e-13
"NTSR2",10.9250621534433,1.81675010234587,8.32101386011815e-14,7.06280546867814e-13
"DPP4",-6.54509559620464,5.66201275616294,8.53124010889718e-14,7.23717559799704e-13
"KIAA1239",6.86627872811078,4.07693578007861,8.60876604935841e-14,7.29884151293161e-13
"DQ571357",6.06686274316529,3.79123578606552,8.68983246419099e-14,7.36343828334927e-13
"CLCN4",3.28447396310527,7.00676387713821,8.7144312270544e-14,7.38014085970395e-13
"TRO",5.54446585134432,4.61987182136453,8.84954775350682e-14,7.49036833396598e-13
"DOK6",5.12400865207249,6.13794825375553,9.02003180332454e-14,7.63039104931095e-13
"UNQ514",8.59973544973228,1.87832594010487,9.159140163855e-14,7.74372992576767e-13
"SH2D5",9.90975535321089,4.49193486106834,9.4435078900938e-14,7.97968489873623e-13
"NKAIN4",10.7633459158487,1.66126466145916,9.66184606903306e-14,8.15961273167781e-13
"SEMA7A",4.61777266086302,4.71015232259934,9.73060208205173e-14,8.2130850441018e-13
"ECH1",-3.54528348075117,6.79228324830039,1.02173636068519e-13,8.61911678566836e-13
"SLC10A5",-4.61372466903423,3.74294986285257,1.05628706673861e-13,8.90560285190006e-13
"CSRNP3",4.90896548836333,7.18234874589153,1.07134903380717e-13,9.02755045228138e-13
"AKT3",4.11118249161472,7.62884138458626,1.08023213412297e-13,9.09732583673e-13
"WASF3",4.1209465280459,6.68579051002958,1.09215151013203e-13,9.19257960033094e-13
"CAMK4",4.56735796837608,5.72695672394385,1.1085599441713e-13,9.32549033815413e-13
"TMEM132C",6.01946406269608,2.90218680439671,1.12062259698451e-13,9.4217155982551e-13
"ANXA13",-10.8603063328367,1.71510659050631,1.12692926315137e-13,9.46946681891243e-13
"MST1L",-6.58641605336032,3.71989755057451,1.18969462841865e-13,9.99131751341579e-13
"ELF3",-6.44965813408018,3.16226781187079,1.19556298750649e-13,1.00350200730116e-12
"PPP2R5B",3.42458920485429,5.30785902934594,1.20265293824119e-13,1.00889218708011e-12
"DDX25",5.50790399030014,3.41479332790928,1.2382244043799e-13,1.03815594148453e-12
"ZNF25",3.42649674127892,5.97544324583534,1.2466444850728e-13,1.04463550081017e-12
"ANGPTL4",-5.13003705861856,4.6223589821072,1.26726549301564e-13,1.0613260645888e-12
"TYRO3",5.427466460065,6.41000736536276,1.30779682513511e-13,1.09466363966409e-12
"ACAT1",-3.80919407677575,8.18579551804066,1.37504793154718e-13,1.15031710616966e-12
"RGS17",8.49031932410494,1.77296684415386,1.37925434995893e-13,1.15319715860353e-12
"IL1RN",-7.18739836050585,2.52002481743147,1.38348931853948e-13,1.15609788101528e-12
"PGM1",-3.51105415567946,7.81652353299717,1.39020767077312e-13,1.16106945955056e-12
"LLGL2",-4.06612421252176,4.89742846312559,1.43325627997785e-13,1.19636096338671e-12
"ABLIM2",4.9996493552646,4.46839136695162,1.44505917349459e-13,1.20554660330212e-12
"LRRC8E",-8.5260639682394,2.13525162600429,1.51413364706796e-13,1.26247476922839e-12
"MRAS",3.86469231118277,6.04440576798954,1.51585624041673e-13,1.26321353368061e-12
"OAS1",-3.99039125971015,3.75057611857731,1.60308868845273e-13,1.33517039137541e-12
"ECI2",-4.06387441921758,7.14870626060288,1.63243673444135e-13,1.3588640953729e-12
"SSTR2",3.80266478128804,4.62028522988672,1.63574864918004e-13,1.36087077700378e-12
"DKFZp686O16217",-10.6679827193257,4.2850982247282,1.67070265449768e-13,1.38918557725303e-12
"MT1X",-4.66623954515504,5.70799270392913,1.73030023604033e-13,1.43794901288987e-12
"P2RY12",5.57289851170074,3.01346364082638,1.78873992810754e-13,1.48569708000131e-12
"AP3M2",3.71406580756264,5.59818912137152,1.79939626275683e-13,1.49372641933085e-12
"SHBG",-7.12266415007035,4.24937335447853,1.81693871379598e-13,1.5074601416659e-12
"OTUD7A",5.50096969568233,3.58429541333058,1.82129923546186e-13,1.51024813044888e-12
"ADCYAP1",8.5294386938845,2.64475236153471,1.86259996545541e-13,1.54364761132693e-12
"CLDN23",-6.48561493417043,2.32781752014215,1.93975693538369e-13,1.60671035240229e-12
"OPRM1",11.1740982193765,2.06177082919164,1.94118329852101e-13,1.60701029647299e-12
"DAP",-3.85347373614263,6.28846523133809,2.01219759603733e-13,1.66488677809116e-12
"OPRL1",6.26424629964122,3.55785787954419,2.03675066473726e-13,1.68427902724713e-12
"IL32",-7.05121545268647,5.20010237543662,2.09112137319911e-13,1.72829407418208e-12
"FLNB",-3.31009978061283,8.36346843379961,2.09888658205747e-13,1.73376298627285e-12
"PCDH15",8.91410745864154,2.18449838027298,2.12016089944145e-13,1.7503788726936e-12
"FAM81A",9.13680421940051,4.66183968767623,2.19942931864476e-13,1.81482965636808e-12
"PPP3CA",3.3489485979241,8.16059630731843,2.21376748899035e-13,1.82566297562831e-12
"AK001394",3.61568974172413,4.98147980418926,2.21552123767351e-13,1.82611193716539e-12
"TNIK",3.55315694117331,5.60627355151254,2.26174374912709e-13,1.86319315940093e-12
"CPE",4.55338439309192,8.88514342763083,2.29930945672562e-13,1.89310647745675e-12
"TNFSF14",-9.38309343120212,2.53421328194871,2.30286202539292e-13,1.89499817893369e-12
"RGS20",8.46429424960602,1.73346226715644,2.51856369344691e-13,2.07136774352115e-12
"CSTA",-9.16695659637385,2.26304101825157,2.53850685391372e-13,2.08663328764818e-12
"NIPAL3",3.77709257965988,6.67895399483006,2.55617992790974e-13,2.10001724218918e-12
"SIDT1",4.63710934860436,3.28494245314152,2.61294870740732e-13,2.14548806317839e-12
"ADRA1A",-3.9173858670497,5.9105524046054,2.71053718062983e-13,2.224408229756e-12
"NAGLU",-3.6321357901459,5.06193315179526,2.74141092924598e-13,2.24852281540544e-12
"CDH8",10.1044098700005,4.20036280322474,2.80313476611863e-13,2.29790092119388e-12
"CAMK2A",9.47985263606716,9.05590178192178,2.84457462185436e-13,2.33060644546939e-12
"LDHB",4.2413343142059,7.73122457309339,2.85037486389868e-13,2.33409221501465e-12
"PRDX4",-3.90273764062814,5.9330456472711,2.86329650473841e-13,2.3434025594336e-12
"SDSL",-4.173256960005,4.04300502657971,2.8833767001736e-13,2.35855840588415e-12
"G0S2",-6.47875977955804,5.01473424985699,2.9370669420423e-13,2.40117546425764e-12
"TRIM37",3.32809630880389,7.02670959725626,2.98295444632178e-13,2.43737078676726e-12
"SIGMAR1",-3.42981194187708,6.06149173926593,3.05449540335952e-13,2.49447704655104e-12
"KIAA1817",8.60802892396184,1.87344876689503,3.0600060830593e-13,2.49762658671327e-12
"BPHL",-3.59311869939025,5.54615996756377,3.06929306277347e-13,2.50385333592001e-12
"CADM4",3.37234879190814,5.47486482965976,3.10976299897977e-13,2.53549790953534e-12
"GLDN",7.70365164722712,4.47807786148048,3.14440201545408e-13,2.56235674222108e-12
"SLC45A4",4.38789379865783,4.30512006874776,3.19914289583229e-13,2.60555866920537e-12
"SDR16C5",10.9675235934642,1.85807231244802,3.39413562444895e-13,2.76288128998271e-12
"PAR-SN",4.03709663731672,4.5794513179507,3.42633993102077e-13,2.78759337060418e-12
"GPR63",6.1702439802666,3.099188692404,3.48132942043849e-13,2.83025169212681e-12
"VSNL1",5.26016182612011,8.29427129029115,3.48252161852425e-13,2.83025169212681e-12
"BLVRB",-3.95106875711748,6.26116394653583,3.50628628082844e-13,2.84803242821461e-12
"ABR",4.92462554489632,7.35469702421616,3.54634596893363e-13,2.87902280273644e-12
"EPHA6",7.46843696219764,3.87517178848734,3.59438971883303e-13,2.91645807385163e-12
"EDEM1",-3.53618978480843,7.06235488411356,3.66039011142923e-13,2.96841518166388e-12
"MAP2K3",-3.61710773174883,4.84215054402955,3.72698664587846e-13,3.02079969687411e-12
"USP11",3.76419739608957,6.86658729062124,3.74263814506637e-13,3.030774041996e-12
"NAGA",-3.3846471075398,5.44285016673442,3.74330701213413e-13,3.030774041996e-12
"CHST10",4.44866891112281,4.22314487696557,3.80315548072857e-13,3.0775802657557e-12
"LOC100422737",-10.649841321397,1.50294886894246,3.82141427921158e-13,3.09069928313309e-12
"LPL",6.51889380388445,4.99870817800395,3.8699004306698e-13,3.12710259282283e-12
"PGBD5",3.94417377870325,5.48518814711203,3.87056605694428e-13,3.12710259282283e-12
"PDE11A",-4.1677345959287,4.54958063154954,3.922139198061e-13,3.16707496741824e-12
"ARHGEF4",5.59188778083434,5.42149989201432,3.96683289166472e-13,3.20145252079835e-12
"UGDH",-4.27383983393088,6.68212552003729,3.99716639194893e-13,3.22421007042889e-12
"SLC46A3",-3.44748281058515,6.33465690653436,4.01699261432343e-13,3.23847242265263e-12
"GNPNAT1",-3.25026174461719,6.61539051055071,4.03240398864524e-13,3.24916223204606e-12
"CLCN5",-3.62509681539263,6.69371389212149,4.08167314213734e-13,3.2871074371346e-12
"RBPMS",-4.74624479955846,3.20847834633145,4.12994126064764e-13,3.32420645180061e-12
"RAB11FIP4",4.34914097970383,6.80258673682717,4.14289541550348e-13,3.33285672744287e-12
"ENO3",-6.00415250072066,5.90388195329776,4.21235597729661e-13,3.38693158983913e-12
"FAM35DP",-5.64260859864587,3.2375362810827,4.26676656839122e-13,3.42885445357677e-12
"CES1P1",-9.01289588256273,2.29629401054257,4.2939013262682e-13,3.44882500141754e-12
"CGNL1",-3.33281097142711,7.20561173561838,4.29930932269003e-13,3.45133284277615e-12
"CRTAC1",6.08190291177793,3.24422161686623,4.3613154350182e-13,3.49924883468517e-12
"FAM153B",8.43323596572352,2.53772984633315,4.39405436998047e-13,3.52364423721216e-12
"STOX1",5.1430037124826,3.67999029165848,4.4959846363408e-13,3.60346963953005e-12
"DLG3",4.41046382494977,5.633453211935,4.5675932714582e-13,3.65892086997447e-12
"FAM219A",3.63787296008713,5.37728276394205,4.59026744864343e-13,3.67513459567952e-12
"RNFT2",6.24165296898161,3.10243898395916,4.79285996875402e-13,3.83530394955939e-12
