"","logFC","logCPM","PValue","FDR"
"ANO9",-6.1443568102921,-2.67489041292617,0.00084414505378489,0.00224688706366153
"AKAP13",-1.86065401217668,7.10397643985862,0.0008449265359713,0.00224857079541181
"TGFB1I1",-2.78408757925844,1.19764111405298,0.000848504286588702,0.00225769422510826
"CFLAR",-1.66857859858392,6.7628760850602,0.000848774421969633,0.00225801511130047
"NACC2",1.5042724448427,6.51510322803904,0.000854336102484782,0.00227241063017795
"BBS5",1.91313476090484,3.09152767637429,0.000855049449750891,0.00227390748348687
"RBM7",-1.64765958470806,4.32719296549107,0.000856254144816729,0.00227671026355566
"CLIC6",-3.56796283351405,-0.425445661889337,0.000860442589500575,0.00228744420800329
"TBKBP1",2.4158794541998,3.18735311431779,0.000861727832164632,0.00229045771267135
"BC059370",-2.9169790060805,2.62787623063776,0.000862760907961972,0.00229280001939911
"ARL4D",-1.76875835851225,4.29236489263,0.000863197385921533,0.00229336390153835
"HIST2H3C",-3.89957020275301,0.219163226609776,0.000863276848764504,0.00229336390153835
"UNC13D",-2.3061463456009,2.08748950701085,0.000865433962739798,0.00229869003295883
"GXYLT2",3.49087063652846,-0.0509682357928214,0.000866687043469825,0.00230153397431295
"IGFN1",4.29214280888992,-1.19106719192161,0.000866809517345547,0.00230153397431295
"LYRM1",-1.61081722257512,5.02994645927305,0.000867033648443345,0.0023017243480124
"PRAF2",2.36118766656875,2.27275446716073,0.000868823830754513,0.00230607133844141
"SLC4A11",3.58868767051124,0.0461570058928772,0.000869240772906117,0.00230677252563838
"TPP1",-1.59285146660069,6.08341565338198,0.000872569419605047,0.00231519912775192
"LINC00883",2.36529965970821,2.46217389788621,0.000874075551398168,0.0023187879174477
"TBC1D8",-1.5401719324226,5.03236746593787,0.000876868114309358,0.00232578755068879
"REPIN1",-1.52649472599567,5.77154939019426,0.000877104751316335,0.00232600662888596
"CBX5",1.39142550962764,7.92990886562079,0.000877427127380565,0.0023260494267659
"GEM",-3.12527837013708,3.59506594958726,0.000877428975818447,0.0023260494267659
"ZEB1",1.38418028668091,6.17522525369837,0.000877642861634323,0.00232620804119331
"CAMK1D",1.78739312133569,5.04090950970665,0.000880064162819556,0.00233221636689633
"SLC24A1",-2.01001441518976,2.95079120877212,0.000880309654079161,0.00233245758494391
"PPP2R1A",1.36466386894009,7.52179445712681,0.000882538777448206,0.00233795360341542
"PLA2G6",1.68709355858284,3.83491884525102,0.000883411122902667,0.00233985405294339
"VEGFC",-2.88586990773673,1.26770563879903,0.000883885962333732,0.00234070116296727
"STT3B",-1.43981093554686,6.06135204346787,0.000884088558302574,0.0023408271489337
"AK123947",2.83909058003906,2.22657936061168,0.000885393507623076,0.00234387131225604
"ZNF589",1.86534207663466,3.55691142203752,0.000886834526023234,0.00234727455617017
"HERC1",1.43237447413866,8.42563948295917,0.000890740989628308,0.0023572010065523
"DPP8",1.37305388946954,5.70202353625177,0.000891217892947111,0.00235804979560213
"RCAN3",3.05365954998008,3.80032715767705,0.000891896640589877,0.00235943224823181
"TCTN3",-1.48937208522073,4.79393787982656,0.000892417584448488,0.00236039683397656
"SLC5A12",-2.84027097577088,-0.17930868088511,0.000895163482209477,0.00236724493544012
"IL6ST",-1.55297594894757,9.52191144781408,0.000897795682297637,0.00237379001973285
"TTC17",-1.40546553603961,6.24103205960031,0.000898911141763993,0.00237632322139991
"TCEB3",-1.42460090523646,6.51193505252518,0.000902125570838426,0.00238440331168567
"FAM198B",2.07630167814193,5.15194611957338,0.000902357256288396,0.00238459827965607
"MAP3K15",6.12879181191275,-2.36317977878005,0.000903755022938215,0.00238787416384375
"PTCHD4",2.71612159429383,2.12186193581547,0.000904020842811429,0.00238815862954034
"CD1E",-6.61734607909313,-2.2883952972277,0.000906336725231066,0.00239385771400894
"NHLRC2",-1.37998023191833,5.88344542195656,0.000907267445030687,0.00239562834886904
"RAB40C",1.68761206720284,4.64531943910319,0.000907324405773644,0.00239562834886904
"AK055017",2.06714169576152,3.24421188797882,0.000909665320766159,0.00240138922090367
"SEL1L",-1.3995371685477,8.24721006854464,0.000910920388287511,0.0024042820945886
"MAP1LC3A",1.44933835562842,4.78962639898215,0.00091245102502187,0.00240790116704478
"WDR54",2.75059532962197,2.21874842865245,0.000919799732853504,0.00242686981759355
"PSKH1",-1.9123105595842,4.13200544605889,0.000922425114548265,0.00243337163341698
"BST1",-3.08578110623449,0.163341449689375,0.000923312991326769,0.0024352884138051
"C1QTNF7",-3.13312386619783,1.60190887880073,0.000924442745659285,0.00243784237852868
"HLA-DMA",-2.06995812740555,2.75875444417982,0.000926114136423045,0.00244182354810337
"CBL",1.40484039053451,5.48143731619618,0.00092738428020769,0.0024443230796461
"GPR108",-1.41219765451673,4.76176781153988,0.000927385888959771,0.0024443230796461
"CDK4",-1.51546704853385,4.52276771463666,0.000935270395784591,0.0024646741669018
"MTDH",-1.38377347957972,7.89969824329501,0.00094194790624685,0.00248183796620615
"RPRD1B",-1.4406679973932,5.25394793166217,0.000944804118915973,0.00248892920370398
"UBE2M",1.52236917408124,4.41872961797723,0.000950665203272938,0.00250393242097006
"AHI1",1.67158209571779,5.51544700607742,0.000952668143938833,0.00250877031277928
"HECTD2",1.54175795067107,4.41909770685295,0.000953332889100459,0.00251008310818081
"PXK",1.512380051984,4.44007672504875,0.00095383288696362,0.00251096174915458
"GMPPB",-1.81532496753407,3.36038530001512,0.000957080546867632,0.00251907203376351
"MAP7D3",-2.2817862042096,2.37333309907212,0.00095809170736281,0.00252129396674424
"SLC25A43",-2.1239241751783,2.97946884243485,0.000959774279884856,0.00252528169128094
"NOP14",-1.4864667754759,4.77264668044338,0.000963125905597447,0.00253365874120583
"PTPN20A",3.13228451886491,1.19721952052046,0.000964060848751727,0.00253567650516479
"NEURL4",1.53261492585797,4.8923159210516,0.000971022702497148,0.00255354280872639
"VARS2",-1.5220435127666,5.05520361644648,0.000971297511581391,0.00255382072520965
"HSPA6",-3.68362401197677,1.91619948000763,0.000971521078528882,0.00255396383805469
"IRAK4",-1.83736131861607,3.10748467544161,0.000972380990754223,0.00255577945350544
"SNCAIP",3.5784710115595,2.7517635871329,0.000972994782054011,0.00255694765210852
"CD79B",-3.61396505921212,-0.0310583727967144,0.00097452052804906,0.00256051156665057
"FBN1",-2.50195083183372,6.30054289588634,0.000978650148063978,0.00257091462000105
"DAB1",2.51023365500765,2.26936413479761,0.000980414555182989,0.00257510171912735
"TRAF7",-1.4363565880635,5.66702282431694,0.000981839343392371,0.00257839549308257
"SIPA1L2",2.26677424783573,5.49725632851985,0.000983383167120341,0.00258200066484388
"SEC16A",-1.63355630777208,7.31040398001482,0.000986919872543987,0.00259083624398717
"KIAA0141",-1.35371033425433,5.56603770406207,0.000996556210018477,0.00261567856271145
"DOPEY1",1.39343275160076,6.29062427626036,0.000996765651540504,0.0026157736076228
"FBXO40",4.33027830186953,1.1886678473034,0.000997081345688824,0.00261614740571698
"PPP1R12A",1.3642007963103,6.41629847870556,0.000999814430894734,0.00262286273566895
"CLTB",1.35511411501365,5.46080356421598,0.00100371857265278,0.00263264728974412
"GCK",-3.47658586150074,3.71551768884413,0.0010054932696934,0.0026368441077406
"VSIG10",-1.62098809897108,3.70107901028865,0.0010065984003479,0.00263928387658505
"DCAF10",-1.30702563860161,6.07551226256069,0.00100899058665341,0.00264509685042821
"TNFAIP8",-2.6371372935104,1.08056275809523,0.0010124434779415,0.00265368799113291
"LRP11",1.42911958296245,5.55966425002656,0.00101532853927213,0.00266078808452086
"POLM",-2.01997927247892,3.14868500846754,0.00101569371707803,0.00266128320803024
"ARHGEF11",1.47956192971905,6.51061286028592,0.00102337631912364,0.00268094767848143
"FBXO6",-1.87036484620202,3.2247886006668,0.0010239162388137,0.00268189682672799
"ATP1A1",1.40751499293129,8.72621765733514,0.00102839402521059,0.00269315813053762
"BARHL2",9.38408935407455,0.363201416308383,0.00102941262260553,0.00269535817606096
"SSBP3",1.46572265060727,5.31508073532522,0.00103160052759744,0.00270061857952867
"NLRX1",-1.59691723748198,3.74138762322156,0.00103392855836273,0.00270624392984525
"SMPX",2.96392486961463,0.314109378889713,0.00103492068080291,0.00270837127905094
"FOXJ1",4.31080612763023,-1.88065559195251,0.00103564359711278,0.00270979350483503
"IP6K1",1.44455516585938,6.15561954751589,0.00103595766951,0.00271014567040903
"KDSR",-1.38867493891672,6.13851556445747,0.00103711782705079,0.00271271075497436
"POLE",-2.40197718966348,5.71252746977833,0.00103735844549355,0.00271287019864091
"PGAM2",4.049995064515,2.45426286604821,0.00103906758063876,0.0027168693450468
"HIST1H3A",2.62129919104921,1.72612821921971,0.00104267691899275,0.00272583474321164
"SIGLEC9",-2.91203183282316,1.02085944779369,0.00104340547433003,0.00272726720830594
"RNF219",1.50855757950145,4.34410401480714,0.0010436967263711,0.00272755634617576
"HRASLS2",-4.82116413161594,-2.42249284048527,0.00104535131217126,0.0027313168225817
"RALGAPA1",1.45065426520388,7.20059282982446,0.00104549743274982,0.0027313168225817
"HCLS1",-2.17992191389929,3.01296569526003,0.00104750715139719,0.00273609375300078
"ELTD1",-2.47689273097446,3.52895525833382,0.00104959534470696,0.00274107397182205
"GNLY",-2.729551619844,-0.237646343205016,0.00105007166009904,0.00274184369142235
"SLC4A1",-3.642011811156,-0.319116235267254,0.00105157345955383,0.00274529032490712
"GALNT5",6.57999424086307,1.62595950189055,0.00105387353981635,0.00275081943841432
"LYSMD2",1.54791317926361,3.93788530437376,0.00105561858103503,0.00275489812886779
"CCDC178",4.5034528589388,-1.79260962304193,0.001058618392559,0.00276224947773301
"DUSP10",-1.89783177141236,5.07599801569182,0.00106062139415728,0.00276699776291896
"ARL10",2.240247528952,2.79775867688042,0.00106107961760738,0.00276771501569726
"FLRT3",1.43810349106585,4.93145566298568,0.00106432581085135,0.00277570289185759
"TMEM41A",-1.55182377759202,4.35362451175517,0.00106939128848618,0.00278843178313612
"COX6A2",-3.19002955389878,-0.777535995222959,0.00107087941164491,0.00279182995784499
"NUDT21",1.41014439756813,6.97852855416338,0.00107235659173956,0.00279519843522654
"CNPY3",-1.49843421226586,4.77107214314204,0.00107773850017179,0.00280874203531137
"EFNB2",1.79909810982816,4.4375560645334,0.00108388933341608,0.00282428454436288
"C20orf24",-1.38150870832311,5.42509809318336,0.00108631985803265,0.00283012937479176
"MPND",-1.93460220427238,3.57022308262613,0.00109226970033769,0.0028451392918922
"ARRDC3",-1.51350167665503,7.00885418758442,0.00109260816156241,0.00284553005167168
"FOS",-2.21938095510539,4.54734252681923,0.00109511393255507,0.00285156412857072
"APBA3",-1.92455103582509,2.92422954434095,0.00109539763328219,0.0028518110797519
"FHDC1",3.02803593652541,1.32502138555153,0.0010972715530759,0.00285619728520015
"ERGIC3",-1.4386701400743,6.47887401078726,0.00109777212036403,0.00285700775896189
"DQ570096",1.59196967749996,4.02510277293079,0.00110681595752066,0.00288004841608856
"MAP4",1.33648891273482,8.08627685696703,0.00110768000013056,0.00288180013817564
"PIGO",-1.47865653061436,4.57490894464277,0.00110790130284708,0.0028818793579657
"BC067244",1.41863934198223,4.94846497931744,0.00110823137006726,0.00288224142060206
"MAPK1",1.3883772141305,8.15729490146482,0.00111165091240664,0.00289063695149651
"TENM2",2.31333967085477,5.67562550630084,0.00111348556894219,0.0028949091065818
"DHRS4L2",-1.64855222191237,4.06698702176371,0.00111619067796039,0.00290139373108077
"IQUB",3.18218267559814,0.791869040108025,0.00111636407798538,0.00290139373108077
"CSGALNACT1",2.53490415278922,4.22336774828342,0.00112263131145893,0.00291717996954566
"IBTK",-1.36424831105448,7.31088466392329,0.00112298397138823,0.00291721832574986
"FAM211B",-1.98398219902951,3.28947525859606,0.00112303245878039,0.00291721832574986
"FAM198A",-1.83943636659719,4.0320459027284,0.00112521279550875,0.00292220293087456
"CCDC89",3.31177612197373,0.734133459579752,0.00112533841344606,0.00292220293087456
"PLD3",1.6098902358914,7.4794785822533,0.0011303099753594,0.00293460808595718
"BRMS1L",1.65279255382181,3.74383153468228,0.00113115995569683,0.00293631001049031
"ROBO4",-2.48272216326725,3.65823690569867,0.00113702761495024,0.00295103420174435
"MGME1",-1.94695991176439,2.92467733276057,0.00114258218253397,0.00296494087579705
"LOXL1",-3.21737475889248,0.641214373677536,0.00114315966158865,0.00296592970618361
"ADAMTS17",-2.18748603806956,3.22390979750416,0.00114473252964649,0.0029695002916444
"DPY19L4",-1.41916347214978,5.8262634618299,0.00114940167308902,0.00298110018269395
"CAAP1",-1.51580122368912,4.27515274973956,0.00115007933673515,0.00298234552373359
"AKR7A2",-1.41738198664187,5.21048244432547,0.00115411653302855,0.0029923007638618
"FGFR1OP",-1.55207738246952,4.05610767522931,0.00115527959447739,0.00299480203890277
"HIST1H4H",2.56381451560683,3.61671056697029,0.00115560228793606,0.0029951243645442
"RPS6",-1.47062441856375,8.30192469921628,0.00115771407389182,0.00300008280689317
"RNF145",1.60603878845564,5.54664897138082,0.001164220246898,0.00301642514210016
"TMEM204",-2.28853430325496,2.61317777120243,0.0011659673116335,0.00302043342008336
"CLDN16",-2.83485280400214,0.187474873801483,0.00116685256256122,0.00302220818090471
"DNAJC27-AS1",2.55818937000217,1.37906292957109,0.00117026112874157,0.00303048851687054
"RBCK1",-1.46329800239512,4.87012386097814,0.00117045092916484,0.00303048851687054
"HDAC10",-1.82016216433881,3.28961156644188,0.001173683560779,0.0030383373508937
"RNF185",-1.37092796360658,5.87373040464785,0.00117609308135971,0.00304405305597046
"STAU1",-1.37936283682898,6.95834976140342,0.00117841977209966,0.00304955245222021
"LNPEP",1.40273946219681,6.29903330730181,0.00118023850957707,0.00305373569133202
"RPL18A",-1.48205855456647,7.11007201852426,0.00118503001408262,0.00306560788292747
"FGD1",2.37169891503391,2.58842099818371,0.00119414053662696,0.00308864715708582
"MAN2C1",-1.39842219502868,5.39527062878232,0.0011949668836702,0.0030902551709916
"SLC1A5",-2.73138575191258,1.66591926339734,0.00119617579775059,0.00309285180582773
"AMOT",1.48906872970974,5.39425430666942,0.00119702365681194,0.00309451416159225
"PSMF1",-1.31435724261559,6.29581987865332,0.00120015841256563,0.00310208696161263
"NMD3",-1.3629348089661,6.35700413717177,0.00120073091755671,0.00310303557335382
"OSBPL3",2.53269882519002,3.65494489552477,0.00120286126858717,0.00310760047605927
"JAGN1",-1.51264020499641,4.10250010886147,0.00120290892599778,0.00310760047605927
"HRH1",3.91086776484582,2.8530570811874,0.00120489962578155,0.00311194511848784
"PQLC3",-2.25243370292749,2.50422117391819,0.00120500285482109,0.00311194511848784
"MS4A7",-2.51772385692355,2.33415840295456,0.00120651142550735,0.00311530822933668
"OST4",-1.55258501144581,4.68441015977658,0.00120781772102624,0.00311814798897184
"TM9SF2",-1.47499675554516,7.82222262608708,0.0012085700258396,0.00311955681883384
"FOLH1",-1.81947448017764,5.33920703998933,0.00121036451336602,0.00312365478581899
"SCAP",-1.42455545970861,6.93282590577008,0.00121112491427554,0.00312508308365698
"HHIPL1",2.21373836397747,2.95610253427903,0.00121732507819874,0.00314045568762378
"TMEM109",-1.39906621842974,5.02299483782149,0.00121749851624832,0.00314045568762378
"IRF4",-3.60650478378766,0.264797113262829,0.00122076222850272,0.00314833640484903
"RPS8",-1.49425201566714,7.8451373929257,0.00122264672248451,0.00315236870303441
"MAPKAPK2",-1.5616499870534,4.9090012048816,0.00122289880030235,0.00315236870303441
"LOC100506688",-3.94399854122456,-1.10488813247471,0.00122301655512789,0.00315236870303441
"C12orf63",2.85428208383083,-0.229570965926596,0.00122316081000521,0.00315236870303441
"MTCH1",1.55684518573666,7.44830773305206,0.00122427441674452,0.00315470028888094
"BET1L",-1.57403510278913,4.6011319446828,0.00122750710886586,0.00316249058929781
"ARMC9",2.05093585779039,2.89302656313535,0.00122841585036781,0.00316429193799964
"HIST1H3B",-3.24223840299059,-0.247370761239867,0.00122994932298381,0.00316770165052969
"SLC19A1",-2.31877126686386,3.66139757018413,0.00123061628882604,0.00316887891563323
"SUGP2",1.56492608420015,6.59124870426753,0.0012362163577856,0.00318275652217606
"NR4A2",2.08497723943012,2.98241777914834,0.00123953480840871,0.00319075615529688
"FAM179B",1.30127366608785,6.06085091667642,0.00124045587812783,0.00319258288047217
"RNF6",1.30252605678569,5.68856449079113,0.00124566531943963,0.00320544415874887
"CEP57",-1.44529377719269,5.69099130236122,0.0012466420187388,0.00320741088481102
"CDC42SE2",1.56599563587091,6.18163471956956,0.00125010573808796,0.0032157745562399
"FCER1A",-4.16847448595001,-0.220601535874175,0.00125359001611005,0.00322418825468604
"DCTN2",1.34764246032727,6.263621926236,0.00125552650475319,0.00322861890697771
"PGLS",-1.62092849971872,3.68868531802122,0.00126260743471722,0.00324627486194961
"YBX1",-1.59770840581754,6.4791079477816,0.00126579188707012,0.00325390832392897
"TRIM32",1.49853611691364,4.69631442522638,0.00127002393424007,0.00326423172885533
